Time,Open,High,Low,Close,Volume
"Jan 25, 2021",1175.0,1175.0,1105.0,1165.0,30.53M
"Jan 22, 2021",1255.0,1255.0,1160.0,1180.0,106.89M
"Jan 21, 2021",1285.0,1290.0,1245.0,1245.0,39.86M
"Jan 20, 2021",1245.0,1275.0,1235.0,1265.0,34.95M
"Jan 19, 2021",1285.0,1295.0,1225.0,1245.0,31.82M
"Jan 18, 2021",1275.0,1300.0,1255.0,1270.0,36.80M
"Jan 15, 2021",1285.0,1325.0,1265.0,1275.0,57.09M
"Jan 14, 2021",1295.0,1310.0,1270.0,1280.0,28.07M
"Jan 13, 2021",1355.0,1360.0,1290.0,1290.0,69.24M
"Jan 12, 2021",1240.0,1340.0,1220.0,1335.0,95.87M
"Jan 11, 2021",1240.0,1245.0,1210.0,1220.0,49.75M
"Jan 08, 2021",1245.0,1255.0,1230.0,1235.0,26.17M
"Jan 07, 2021",1260.0,1260.0,1230.0,1245.0,16.92M
"Jan 06, 2021",1280.0,1285.0,1225.0,1235.0,40.22M
"Jan 05, 2021",1265.0,1310.0,1245.0,1280.0,30.74M
"Jan 04, 2021",1225.0,1275.0,1190.0,1265.0,20.96M
"Dec 30, 2020",1270.0,1280.0,1215.0,1225.0,35.16M
"Dec 29, 2020",1280.0,1285.0,1240.0,1260.0,30.50M
"Dec 28, 2020",1280.0,1290.0,1260.0,1275.0,23.59M
"Dec 23, 2020",1250.0,1295.0,1155.0,1275.0,60.16M
"Dec 22, 2020",1305.0,1305.0,1230.0,1240.0,60.19M
"Dec 21, 2020",1300.0,1330.0,1255.0,1315.0,82.68M
"Dec 18, 2020",1230.0,1340.0,1215.0,1300.0,146.88M
"Dec 17, 2020",1155.0,1275.0,1155.0,1220.0,124.02M
"Dec 16, 2020",1090.0,1165.0,1085.0,1150.0,77.50M
"Dec 15, 2020",1090.0,1110.0,1075.0,1090.0,54.80M
"Dec 14, 2020",1120.0,1130.0,1080.0,1085.0,69.66M
"Dec 11, 2020",1110.0,1145.0,1110.0,1115.0,75.01M
"Dec 10, 2020",1065.0,1110.0,1060.0,1105.0,60.56M
"Dec 08, 2020",1075.0,1085.0,1060.0,1065.0,42.88M
"Dec 07, 2020",1060.0,1080.0,1060.0,1075.0,26.26M
"Dec 04, 2020",1075.0,1075.0,1055.0,1060.0,29.89M
"Dec 03, 2020",1100.0,1105.0,1060.0,1075.0,30.52M
"Dec 02, 2020",1075.0,1095.0,1070.0,1090.0,37.80M
"Dec 01, 2020",1070.0,1075.0,1035.0,1070.0,46.75M
"Nov 30, 2020",1070.0,1080.0,1010.0,1050.0,71.80M
"Nov 27, 2020",1060.0,1080.0,1050.0,1070.0,54.16M
"Nov 26, 2020",1045.0,1065.0,1025.0,1055.0,81.19M
"Nov 25, 2020",1100.0,1115.0,1035.0,1045.0,102.95M
"Nov 24, 2020",1100.0,1110.0,1080.0,1100.0,25.87M
"Nov 23, 2020",1070.0,1095.0,1070.0,1090.0,23.53M
"Nov 20, 2020",1090.0,1125.0,1060.0,1060.0,38.16M
"Nov 19, 2020",1060.0,1095.0,1060.0,1080.0,26.72M
"Nov 18, 2020",1080.0,1085.0,1065.0,1075.0,23.17M
"Nov 17, 2020",1100.0,1105.0,1075.0,1085.0,34.65M
"Nov 16, 2020",1050.0,1095.0,1040.0,1090.0,39.54M
"Nov 13, 2020",1010.0,1040.0,980.0,1025.0,33.92M
"Nov 12, 2020",1035.0,1035.0,1000.0,1010.0,27.38M
"Nov 11, 2020",1060.0,1070.0,1025.0,1035.0,38.91M
"Nov 10, 2020",1020.0,1070.0,1005.0,1055.0,75.94M
"Nov 09, 2020",985.0,1015.0,985.0,990.0,56.25M
"Nov 06, 2020",940.0,990.0,915.0,985.0,66.25M
"Nov 05, 2020",890.0,935.0,885.0,930.0,57.04M
"Nov 04, 2020",920.0,940.0,865.0,870.0,58.56M
"Nov 03, 2020",895.0,910.0,875.0,905.0,39.65M
"Nov 02, 2020",880.0,890.0,870.0,880.0,20.82M
"Oct 27, 2020",870.0,890.0,870.0,890.0,29.61M
"Oct 26, 2020",900.0,910.0,875.0,890.0,60.25M
"Oct 23, 2020",855.0,900.0,850.0,895.0,137.41M
"Oct 22, 2020",830.0,870.0,825.0,845.0,64.96M
"Oct 21, 2020",850.0,860.0,825.0,835.0,45.60M
"Oct 20, 2020",845.0,855.0,835.0,840.0,47.38M
"Oct 19, 2020",805.0,875.0,800.0,845.0,183.80M
"Oct 16, 2020",790.0,815.0,790.0,795.0,41.69M
"Oct 15, 2020",795.0,800.0,785.0,790.0,26.48M
"Oct 14, 2020",795.0,805.0,790.0,795.0,38.52M
"Oct 13, 2020",795.0,820.0,785.0,795.0,78.62M
"Oct 12, 2020",795.0,810.0,790.0,795.0,78.91M
"Oct 09, 2020",775.0,795.0,775.0,780.0,11.51M
"Oct 08, 2020",785.0,795.0,775.0,780.0,11.51M
"Oct 07, 2020",790.0,790.0,775.0,785.0,12.88M
"Oct 06, 2020",780.0,795.0,780.0,790.0,27.75M
"Oct 05, 2020",770.0,780.0,755.0,780.0,22.90M
"Oct 02, 2020",750.0,770.0,740.0,760.0,60.12M
"Oct 01, 2020",740.0,755.0,740.0,745.0,15.43M
"Sep 30, 2020",760.0,760.0,730.0,740.0,10.92M
"Sep 29, 2020",770.0,775.0,745.0,750.0,15.43M
"Sep 28, 2020",760.0,775.0,750.0,760.0,25.84M
"Sep 25, 2020",745.0,765.0,730.0,755.0,41.27M
"Sep 24, 2020",725.0,755.0,715.0,725.0,85.63M
"Sep 23, 2020",775.0,795.0,740.0,745.0,90.78M
"Sep 22, 2020",790.0,795.0,770.0,775.0,66.62M
"Sep 21, 2020",785.0,825.0,785.0,800.0,300.56M
"Sep 18, 2020",755.0,815.0,750.0,770.0,185.00M
"Sep 17, 2020",735.0,750.0,730.0,750.0,14.71M
"Sep 16, 2020",750.0,755.0,735.0,735.0,12.75M
"Sep 15, 2020",765.0,770.0,740.0,750.0,24.35M
"Sep 14, 2020",705.0,765.0,705.0,755.0,129.24M
"Sep 11, 2020",650.0,695.0,640.0,685.0,50.21M
"Sep 10, 2020",700.0,700.0,665.0,665.0,85.83M
"Sep 09, 2020",730.0,735.0,710.0,715.0,44.89M
"Sep 08, 2020",745.0,755.0,735.0,735.0,16.06M
"Sep 07, 2020",745.0,760.0,735.0,745.0,25.68M
"Sep 04, 2020",730.0,750.0,730.0,750.0,33.37M
"Sep 03, 2020",780.0,790.0,745.0,750.0,88.54M
"Sep 02, 2020",790.0,790.0,775.0,780.0,42.13M
"Sep 01, 2020",795.0,795.0,770.0,780.0,24.96M
"Aug 31, 2020",805.0,815.0,770.0,775.0,93.05M
"Aug 28, 2020",775.0,805.0,775.0,795.0,102.16M
"Aug 27, 2020",770.0,800.0,770.0,780.0,59.52M
"Aug 26, 2020",785.0,795.0,775.0,780.0,50.99M
"Aug 25, 2020",750.0,810.0,750.0,790.0,129.69M
"Aug 24, 2020",740.0,765.0,740.0,760.0,71.28M
"Aug 19, 2020",730.0,755.0,725.0,740.0,71.63M
"Aug 18, 2020",700.0,730.0,695.0,725.0,56.72M
"Aug 14, 2020",705.0,705.0,690.0,695.0,26.06M
"Aug 13, 2020",720.0,725.0,700.0,705.0,26.27M
"Aug 12, 2020",720.0,720.0,695.0,715.0,47.23M
"Aug 11, 2020",700.0,710.0,685.0,705.0,26.44M
"Aug 10, 2020",685.0,690.0,675.0,685.0,18.53M
"Aug 07, 2020",705.0,705.0,680.0,685.0,18.93M
"Aug 06, 2020",710.0,710.0,685.0,695.0,21.73M
"Aug 05, 2020",705.0,705.0,665.0,690.0,42.71M
"Aug 04, 2020",655.0,690.0,650.0,665.0,55.34M
"Aug 03, 2020",690.0,705.0,645.0,655.0,83.78M
"Jul 30, 2020",765.0,765.0,690.0,690.0,71.55M
"Jul 29, 2020",775.0,775.0,715.0,715.0,21.21M
"Jul 28, 2020",780.0,780.0,725.0,725.0,44.48M
"Jul 27, 2020",755.0,755.0,710.0,730.0,61.28M
"Jul 24, 2020",755.0,755.0,705.0,715.0,53.90M
"Jul 23, 2020",740.0,745.0,720.0,735.0,81.85M
"Jul 22, 2020",735.0,740.0,715.0,720.0,36.86M
"Jul 21, 2020",670.0,740.0,670.0,735.0,61.60M
"Jul 20, 2020",755.0,755.0,705.0,715.0,74.56M
"Jul 17, 2020",745.0,755.0,740.0,745.0,39.87M
"Jul 16, 2020",750.0,760.0,745.0,750.0,42.31M
"Jul 15, 2020",750.0,770.0,740.0,750.0,108.17M
"Jul 14, 2020",750.0,755.0,740.0,750.0,22.67M
"Jul 13, 2020",750.0,755.0,745.0,750.0,23.99M
"Jul 10, 2020",765.0,765.0,740.0,745.0,35.94M
"Jul 09, 2020",790.0,795.0,755.0,765.0,95.30M
"Jul 08, 2020",745.0,780.0,740.0,775.0,66.98M
"Jul 07, 2020",745.0,765.0,735.0,740.0,10.71M
"Jul 06, 2020",750.0,755.0,735.0,745.0,15.07M
"Jul 03, 2020",765.0,775.0,735.0,740.0,28.69M
"Jul 02, 2020",730.0,765.0,730.0,760.0,32.20M
"Jul 01, 2020",750.0,760.0,720.0,725.0,32.55M
"Jun 30, 2020",760.0,770.0,740.0,740.0,16.59M
"Jun 29, 2020",765.0,765.0,750.0,750.0,13.06M
"Jun 26, 2020",770.0,785.0,760.0,770.0,10.85M
"Jun 25, 2020",780.0,785.0,755.0,765.0,16.89M
"Jun 24, 2020",780.0,795.0,770.0,790.0,24.69M
"Jun 23, 2020",785.0,790.0,760.0,770.0,17.74M
"Jun 22, 2020",805.0,805.0,780.0,785.0,24.99M
"Jun 19, 2020",800.0,825.0,800.0,800.0,24.07M
"Jun 18, 2020",800.0,835.0,800.0,815.0,49.40M
"Jun 17, 2020",850.0,850.0,800.0,820.0,40.51M
"Jun 16, 2020",775.0,820.0,765.0,810.0,71.27M
"Jun 15, 2020",770.0,790.0,740.0,760.0,62.24M
"Jun 12, 2020",695.0,775.0,690.0,760.0,91.97M
"Jun 11, 2020",740.0,780.0,725.0,740.0,105.59M
"Jun 10, 2020",825.0,825.0,755.0,755.0,121.79M
"Jun 09, 2020",885.0,885.0,805.0,810.0,106.47M
"Jun 08, 2020",840.0,880.0,830.0,860.0,129.14M
"Jun 05, 2020",760.0,840.0,745.0,825.0,181.38M
"Jun 04, 2020",805.0,840.0,755.0,760.0,154.44M
"Jun 03, 2020",695.0,820.0,685.0,790.0,214.54M
"Jun 02, 2020",650.0,695.0,640.0,670.0,185.13M
"May 29, 2020",660.0,690.0,635.0,635.0,593.22M
"May 28, 2020",700.0,705.0,660.0,660.0,70.09M
"May 27, 2020",655.0,700.0,640.0,690.0,112.67M
"May 26, 2020",610.0,655.0,605.0,650.0,70.26M
"May 20, 2020",630.0,630.0,600.0,605.0,25.89M
"May 19, 2020",630.0,635.0,615.0,625.0,38.04M
"May 18, 2020",615.0,615.0,590.0,605.0,32.97M
"May 15, 2020",640.0,660.0,605.0,605.0,61.25M
"May 14, 2020",610.0,635.0,590.0,625.0,32.92M
"May 13, 2020",620.0,620.0,585.0,605.0,67.75M
"May 12, 2020",670.0,670.0,625.0,625.0,41.42M
"May 11, 2020",675.0,680.0,660.0,665.0,28.70M
"May 08, 2020",675.0,690.0,665.0,665.0,16.20M
"May 06, 2020",675.0,680.0,665.0,670.0,10.44M
"May 05, 2020",690.0,700.0,670.0,675.0,15.64M
"May 04, 2020",685.0,710.0,670.0,680.0,20.34M
"Apr 30, 2020",700.0,750.0,700.0,705.0,37.24M
"Apr 29, 2020",705.0,715.0,680.0,690.0,11.98M
"Apr 28, 2020",700.0,705.0,665.0,690.0,23.40M
"Apr 27, 2020",665.0,695.0,640.0,690.0,20.44M
"Apr 24, 2020",685.0,695.0,660.0,660.0,14.50M
"Apr 23, 2020",700.0,720.0,680.0,685.0,21.92M
"Apr 22, 2020",725.0,725.0,660.0,685.0,20.84M
"Apr 21, 2020",740.0,740.0,695.0,695.0,30.68M
"Apr 20, 2020",800.0,805.0,740.0,745.0,26.16M
"Apr 17, 2020",810.0,820.0,790.0,795.0,29.98M
"Apr 16, 2020",850.0,850.0,790.0,790.0,22.86M
"Apr 15, 2020",850.0,870.0,805.0,845.0,22.65M
"Apr 14, 2020",810.0,840.0,810.0,840.0,12.21M
"Apr 13, 2020",845.0,865.0,815.0,820.0,14.36M
"Apr 09, 2020",800.0,845.0,775.0,845.0,25.27M
"Apr 08, 2020",895.0,895.0,800.0,800.0,14.66M
"Apr 07, 2020",850.0,915.0,810.0,855.0,48.89M
"Apr 06, 2020",720.0,835.0,710.0,830.0,50.77M
"Apr 03, 2020",655.0,710.0,655.0,710.0,32.63M
"Apr 02, 2020",670.0,670.0,630.0,645.0,23.68M
"Apr 01, 2020",675.0,695.0,635.0,650.0,24.74M
"Mar 31, 2020",705.0,725.0,665.0,670.0,31.45M
"Mar 30, 2020",740.0,740.0,690.0,690.0,12.90M
"Mar 27, 2020",650.0,750.0,615.0,740.0,44.33M
"Mar 26, 2020",610.0,655.0,600.0,600.0,53.39M
"Mar 24, 2020",635.0,670.0,590.0,595.0,34.28M
"Mar 23, 2020",675.0,695.0,630.0,630.0,13.99M
"Mar 20, 2020",700.0,715.0,650.0,675.0,23.75M
"Mar 19, 2020",695.0,740.0,695.0,695.0,13.39M
"Mar 18, 2020",795.0,795.0,745.0,745.0,9.71M
"Mar 17, 2020",750.0,800.0,710.0,800.0,23.86M
"Mar 16, 2020",815.0,820.0,760.0,760.0,11.20M
"Mar 13, 2020",825.0,850.0,800.0,815.0,22.99M
"Mar 12, 2020",885.0,900.0,825.0,855.0,10.35M
"Mar 11, 2020",955.0,980.0,900.0,900.0,14.63M
"Mar 10, 2020",945.0,1035.0,940.0,940.0,12.78M
"Mar 09, 2020",970.0,1005.0,940.0,940.0,12.44M
"Mar 06, 2020",1070.0,1070.0,1015.0,1015.0,8.94M
"Mar 05, 2020",1130.0,1150.0,1070.0,1100.0,5.60M
"Mar 04, 2020",1050.0,1115.0,1020.0,1115.0,12.50M
"Mar 03, 2020",985.0,1065.0,985.0,1050.0,14.59M
"Mar 02, 2020",1005.0,1020.0,965.0,965.0,14.02M
"Feb 28, 2020",990.0,1015.0,975.0,1000.0,23.33M
"Feb 27, 2020",1060.0,1080.0,1020.0,1030.0,14.34M
"Feb 26, 2020",1085.0,1090.0,1060.0,1060.0,10.54M
"Feb 25, 2020",1065.0,1105.0,1060.0,1085.0,11.34M
"Feb 24, 2020",1100.0,1105.0,1080.0,1085.0,16.82M
"Feb 21, 2020",1135.0,1160.0,1100.0,1100.0,15.44M
"Feb 20, 2020",1160.0,1170.0,1140.0,1140.0,16.91M
"Feb 19, 2020",1155.0,1185.0,1140.0,1155.0,14.01M
"Feb 18, 2020",1095.0,1185.0,1080.0,1155.0,19.14M
"Feb 17, 2020",1070.0,1120.0,1065.0,1095.0,9.37M
"Feb 14, 2020",1105.0,1120.0,1060.0,1065.0,11.20M
"Feb 13, 2020",1120.0,1130.0,1100.0,1100.0,5.97M
"Feb 12, 2020",1145.0,1155.0,1100.0,1115.0,11.00M
"Feb 11, 2020",1155.0,1155.0,1120.0,1135.0,3.34M
"Feb 10, 2020",1185.0,1185.0,1135.0,1140.0,6.27M
"Feb 07, 2020",1180.0,1215.0,1175.0,1195.0,10.95M
"Feb 06, 2020",1180.0,1195.0,1145.0,1195.0,8.94M
"Feb 05, 2020",1160.0,1165.0,1120.0,1160.0,6.80M
"Feb 04, 2020",1110.0,1155.0,1110.0,1150.0,6.76M
"Feb 03, 2020",1105.0,1115.0,1095.0,1100.0,11.79M
"Jan 31, 2020",1150.0,1150.0,1105.0,1115.0,11.13M
"Jan 30, 2020",1175.0,1180.0,1130.0,1135.0,5.74M
"Jan 29, 2020",1180.0,1190.0,1160.0,1165.0,3.11M
"Jan 28, 2020",1135.0,1195.0,1095.0,1180.0,10.36M
"Jan 27, 2020",1185.0,1185.0,1135.0,1135.0,6.76M
"Jan 24, 2020",1210.0,1220.0,1180.0,1185.0,3.53M
"Jan 23, 2020",1180.0,1225.0,1170.0,1210.0,7.94M
"Jan 22, 2020",1195.0,1200.0,1165.0,1170.0,7.98M
"Jan 21, 2020",1260.0,1260.0,1195.0,1200.0,17.68M
"Jan 20, 2020",1280.0,1285.0,1250.0,1265.0,3.81M
"Jan 17, 2020",1260.0,1285.0,1260.0,1275.0,5.66M
"Jan 16, 2020",1265.0,1275.0,1255.0,1275.0,8.18M
"Jan 15, 2020",1300.0,1300.0,1245.0,1265.0,19.14M
"Jan 14, 2020",1265.0,1295.0,1255.0,1290.0,28.76M
"Jan 13, 2020",1215.0,1255.0,1215.0,1255.0,17.34M
"Jan 10, 2020",1240.0,1245.0,1220.0,1225.0,12.10M
"Jan 09, 2020",1225.0,1240.0,1220.0,1235.0,11.66M
