Time,Open,High,Low,Close,Volume
"Sep 22, 2021",2370.0,2410.0,2330.0,2340.0,88.21M
"Sep 21, 2021",2350.0,2370.0,2300.0,2360.0,66.01M
"Sep 20, 2021",2380.0,2390.0,2330.0,2350.0,82.49M
"Sep 17, 2021",2370.0,2430.0,2370.0,2400.0,61.54M
"Sep 16, 2021",2520.0,2550.0,2390.0,2410.0,163.31M
"Sep 15, 2021",2470.0,2530.0,2460.0,2490.0,110.53M
"Sep 14, 2021",2500.0,2500.0,2440.0,2470.0,139.29M
"Sep 13, 2021",2570.0,2590.0,2480.0,2520.0,131.32M
"Sep 10, 2021",2470.0,2630.0,2470.0,2590.0,423.20M
"Sep 09, 2021",2330.0,2450.0,2290.0,2440.0,150.82M
"Sep 08, 2021",2350.0,2380.0,2300.0,2320.0,58.23M
"Sep 07, 2021",2400.0,2410.0,2350.0,2350.0,33.41M
"Sep 06, 2021",2380.0,2400.0,2340.0,2380.0,65.06M
"Sep 03, 2021",2320.0,2350.0,2300.0,2350.0,29.18M
"Sep 02, 2021",2390.0,2390.0,2320.0,2320.0,44.42M
"Sep 01, 2021",2390.0,2430.0,2370.0,2390.0,81.07M
"Aug 31, 2021",2350.0,2400.0,2320.0,2390.0,117.73M
"Aug 30, 2021",2280.0,2320.0,2280.0,2310.0,37.54M
"Aug 27, 2021",2270.0,2290.0,2250.0,2260.0,31.81M
"Aug 26, 2021",2300.0,2310.0,2270.0,2270.0,30.45M
"Aug 25, 2021",2290.0,2340.0,2280.0,2300.0,61.47M
"Aug 24, 2021",2330.0,2330.0,2270.0,2270.0,43.55M
"Aug 23, 2021",2310.0,2330.0,2280.0,2290.0,65.26M
"Aug 20, 2021",2240.0,2320.0,2240.0,2280.0,71.97M
"Aug 19, 2021",2380.0,2380.0,2270.0,2270.0,131.30M
"Aug 18, 2021",2390.0,2420.0,2360.0,2400.0,85.34M
"Aug 16, 2021",2370.0,2400.0,2350.0,2390.0,49.00M
"Aug 13, 2021",2410.0,2410.0,2350.0,2380.0,66.59M
"Aug 12, 2021",2400.0,2430.0,2380.0,2400.0,127.11M
"Aug 10, 2021",2270.0,2370.0,2240.0,2340.0,131.98M
"Aug 09, 2021",2300.0,2310.0,2250.0,2260.0,118.97M
"Aug 06, 2021",2380.0,2410.0,2320.0,2330.0,73.81M
"Aug 05, 2021",2420.0,2430.0,2340.0,2370.0,105.00M
"Aug 04, 2021",2460.0,2460.0,2410.0,2420.0,75.33M
"Aug 03, 2021",2490.0,2520.0,2440.0,2470.0,79.44M
"Aug 02, 2021",2520.0,2520.0,2440.0,2510.0,79.18M
"Jul 30, 2021",2590.0,2590.0,2510.0,2520.0,90.63M
"Jul 29, 2021",2550.0,2600.0,2500.0,2590.0,90.76M
"Jul 28, 2021",2540.0,2590.0,2500.0,2520.0,64.03M
"Jul 27, 2021",2670.0,2680.0,2510.0,2530.0,126.95M
"Jul 26, 2021",2660.0,2730.0,2610.0,2630.0,223.20M
"Jul 23, 2021",2600.0,2670.0,2600.0,2620.0,130.44M
"Jul 22, 2021",2560.0,2600.0,2560.0,2570.0,59.41M
"Jul 21, 2021",2620.0,2640.0,2540.0,2560.0,99.04M
"Jul 19, 2021",2630.0,2670.0,2610.0,2640.0,74.14M
"Jul 16, 2021",2630.0,2690.0,2610.0,2620.0,171.97M
"Jul 15, 2021",2580.0,2630.0,2560.0,2610.0,107.13M
"Jul 14, 2021",2540.0,2600.0,2500.0,2590.0,73.15M
"Jul 13, 2021",2560.0,2610.0,2500.0,2540.0,128.32M
"Jul 12, 2021",2610.0,2670.0,2520.0,2550.0,176.94M
"Jul 09, 2021",2560.0,2630.0,2530.0,2590.0,185.72M
"Jul 08, 2021",2460.0,2610.0,2460.0,2550.0,227.84M
"Jul 07, 2021",2450.0,2470.0,2380.0,2460.0,146.47M
"Jul 06, 2021",2250.0,2510.0,2240.0,2480.0,365.88M
"Jul 05, 2021",2230.0,2260.0,2220.0,2240.0,60.70M
"Jul 02, 2021",2230.0,2250.0,2190.0,2220.0,57.20M
"Jul 01, 2021",2280.0,2310.0,2200.0,2230.0,89.61M
"Jun 30, 2021",2240.0,2310.0,2230.0,2300.0,95.17M
"Jun 29, 2021",2230.0,2250.0,2210.0,2220.0,55.52M
"Jun 28, 2021",2310.0,2310.0,2230.0,2240.0,65.99M
"Jun 25, 2021",2310.0,2340.0,2280.0,2300.0,90.48M
"Jun 24, 2021",2280.0,2290.0,2240.0,2250.0,59.26M
"Jun 23, 2021",2280.0,2310.0,2240.0,2250.0,64.28M
"Jun 22, 2021",2250.0,2300.0,2220.0,2260.0,97.67M
"Jun 21, 2021",2190.0,2250.0,2130.0,2200.0,100.39M
"Jun 18, 2021",2300.0,2320.0,2210.0,2230.0,125.51M
"Jun 17, 2021",2290.0,2350.0,2260.0,2330.0,74.87M
"Jun 16, 2021",2330.0,2360.0,2300.0,2320.0,77.25M
"Jun 15, 2021",2390.0,2390.0,2340.0,2360.0,84.19M
"Jun 14, 2021",2470.0,2470.0,2400.0,2410.0,64.56M
"Jun 11, 2021",2460.0,2500.0,2440.0,2480.0,94.70M
"Jun 10, 2021",2440.0,2480.0,2420.0,2420.0,79.75M
"Jun 09, 2021",2380.0,2480.0,2370.0,2460.0,117.34M
"Jun 08, 2021",2390.0,2420.0,2350.0,2350.0,58.84M
"Jun 07, 2021",2450.0,2450.0,2370.0,2380.0,62.12M
"Jun 04, 2021",2480.0,2480.0,2410.0,2430.0,160.48M
"Jun 03, 2021",2540.0,2600.0,2500.0,2520.0,131.14M
"Jun 02, 2021",2460.0,2550.0,2440.0,2550.0,125.65M
"May 31, 2021",2480.0,2480.0,2410.0,2450.0,57.37M
"May 28, 2021",2470.0,2500.0,2430.0,2460.0,118.54M
"May 27, 2021",2340.0,2390.0,2330.0,2390.0,148.94M
"May 25, 2021",2310.0,2410.0,2310.0,2330.0,186.48M
"May 24, 2021",2360.0,2390.0,2250.0,2270.0,128.41M
"May 21, 2021",2420.0,2440.0,2310.0,2330.0,147.53M
"May 20, 2021",2510.0,2520.0,2420.0,2420.0,214.18M
"May 19, 2021",2580.0,2640.0,2530.0,2550.0,111.89M
"May 18, 2021",2560.0,2640.0,2540.0,2600.0,179.40M
"May 17, 2021",2670.0,2670.0,2500.0,2510.0,185.20M
"May 11, 2021",2600.0,2690.0,2600.0,2670.0,164.25M
"May 10, 2021",2640.0,2700.0,2620.0,2680.0,157.89M
"May 07, 2021",2630.0,2650.0,2610.0,2620.0,133.08M
"May 06, 2021",2610.0,2670.0,2580.0,2620.0,150.79M
"May 05, 2021",2620.0,2640.0,2560.0,2630.0,180.65M
"May 04, 2021",2540.0,2640.0,2500.0,2620.0,284.14M
"May 03, 2021",2500.0,2560.0,2480.0,2520.0,171.05M
"Apr 30, 2021",2490.0,2500.0,2440.0,2490.0,124.67M
"Apr 29, 2021",2460.0,2540.0,2460.0,2510.0,325.39M
"Apr 28, 2021",2380.0,2430.0,2350.0,2430.0,138.33M
"Apr 27, 2021",2410.0,2430.0,2360.0,2390.0,96.61M
"Apr 26, 2021",2350.0,2420.0,2340.0,2390.0,139.62M
"Apr 23, 2021",2320.0,2340.0,2310.0,2320.0,41.02M
"Apr 22, 2021",2380.0,2440.0,2350.0,2350.0,119.64M
"Apr 21, 2021",2320.0,2400.0,2300.0,2370.0,112.74M
"Apr 20, 2021",2330.0,2360.0,2300.0,2350.0,60.37M
"Apr 19, 2021",2350.0,2370.0,2300.0,2340.0,91.55M
"Apr 16, 2021",2340.0,2420.0,2310.0,2390.0,173.39M
"Apr 15, 2021",2340.0,2350.0,2300.0,2320.0,109.18M
"Apr 14, 2021",2280.0,2340.0,2280.0,2330.0,143.89M
"Apr 13, 2021",2250.0,2300.0,2220.0,2270.0,111.02M
"Apr 12, 2021",2310.0,2310.0,2210.0,2250.0,194.74M
"Apr 09, 2021",2450.0,2490.0,2340.0,2340.0,264.84M
"Apr 08, 2021",2360.0,2480.0,2340.0,2470.0,327.84M
"Apr 07, 2021",2330.0,2370.0,2270.0,2360.0,237.92M
"Apr 06, 2021",2250.0,2340.0,2210.0,2330.0,323.98M
"Apr 05, 2021",2280.0,2280.0,2190.0,2200.0,107.35M
"Apr 01, 2021",2290.0,2300.0,2200.0,2240.0,160.90M
"Mar 31, 2021",2180.0,2250.0,2130.0,2250.0,268.98M
"Mar 30, 2021",2270.0,2320.0,2160.0,2210.0,282.27M
"Mar 29, 2021",2430.0,2430.0,2260.0,2260.0,454.91M
"Mar 26, 2021",2230.0,2440.0,2200.0,2430.0,652.29M
"Mar 25, 2021",2170.0,2230.0,2100.0,2180.0,191.88M
"Mar 24, 2021",2250.0,2250.0,2170.0,2170.0,156.93M
"Mar 23, 2021",2300.0,2310.0,2220.0,2270.0,141.24M
"Mar 22, 2021",2260.0,2340.0,2250.0,2260.0,125.92M
"Mar 19, 2021",2270.0,2280.0,2210.0,2250.0,123.41M
"Mar 18, 2021",2350.0,2350.0,2270.0,2290.0,149.55M
"Mar 17, 2021",2290.0,2330.0,2260.0,2300.0,147.19M
"Mar 16, 2021",2350.0,2350.0,2240.0,2270.0,231.24M
"Mar 15, 2021",2430.0,2450.0,2280.0,2340.0,371.99M
"Mar 12, 2021",2280.0,2440.0,2280.0,2420.0,537.86M
"Mar 10, 2021",2260.0,2280.0,2170.0,2230.0,193.02M
"Mar 09, 2021",2280.0,2360.0,2180.0,2230.0,515.11M
"Mar 08, 2021",2490.0,2500.0,2270.0,2280.0,476.95M
"Mar 05, 2021",2370.0,2520.0,2350.0,2420.0,745.02M
"Mar 04, 2021",2520.0,2590.0,2520.0,2520.0,466.39M
"Mar 03, 2021",2770.0,2770.0,2670.0,2700.0,192.15M
"Mar 02, 2021",2840.0,2850.0,2720.0,2730.0,298.49M
"Mar 01, 2021",2850.0,2880.0,2810.0,2840.0,166.78M
"Feb 26, 2021",2840.0,2890.0,2780.0,2840.0,1.31B
"Feb 25, 2021",2970.0,3010.0,2940.0,2960.0,346.79M
"Feb 24, 2021",2930.0,2970.0,2820.0,2910.0,386.38M
"Feb 23, 2021",2940.0,3010.0,2920.0,2940.0,327.11M
"Feb 22, 2021",2940.0,3040.0,2910.0,2950.0,834.61M
"Feb 19, 2021",2800.0,2910.0,2730.0,2880.0,482.82M
"Feb 18, 2021",2700.0,2820.0,2670.0,2780.0,349.95M
"Feb 17, 2021",2870.0,2890.0,2720.0,2750.0,443.15M
"Feb 16, 2021",2910.0,2940.0,2860.0,2870.0,349.27M
"Feb 15, 2021",2900.0,2950.0,2880.0,2900.0,361.59M
"Feb 11, 2021",2940.0,2960.0,2850.0,2870.0,620.11M
"Feb 10, 2021",2790.0,2970.0,2720.0,2930.0,1.40B
"Feb 09, 2021",2850.0,2860.0,2640.0,2730.0,877.78M
"Feb 08, 2021",2770.0,2830.0,2700.0,2830.0,977.14M
"Feb 05, 2021",2450.0,2690.0,2370.0,2660.0,1.16B
"Feb 04, 2021",2400.0,2520.0,2270.0,2400.0,874.17M
"Feb 03, 2021",2390.0,2520.0,2290.0,2330.0,948.03M
"Feb 02, 2021",2600.0,2630.0,2420.0,2420.0,942.43M
"Feb 01, 2021",2090.0,2640.0,2070.0,2600.0,2.19B
"Jan 29, 2021",2370.0,2440.0,2220.0,2220.0,450.32M
"Jan 28, 2021",2470.0,2570.0,2380.0,2380.0,731.85M
"Jan 27, 2021",2620.0,2740.0,2490.0,2550.0,1.34B
"Jan 26, 2021",2900.0,2930.0,2670.0,2670.0,786.82M
"Jan 25, 2021",2760.0,2960.0,2680.0,2870.0,1.22B
"Jan 22, 2021",3090.0,3090.0,2880.0,2880.0,894.77M
"Jan 21, 2021",3290.0,3340.0,3030.0,3090.0,1.27B
"Jan 20, 2021",2540.0,3200.0,2530.0,3190.0,1.98B
"Jan 19, 2021",2810.0,2850.0,2710.0,2710.0,360.50M
"Jan 18, 2021",3000.0,3140.0,2910.0,2910.0,930.62M
"Jan 15, 2021",3300.0,3380.0,3040.0,3120.0,915.91M
"Jan 14, 2021",3140.0,3440.0,3060.0,3180.0,1.50B
"Jan 13, 2021",2850.0,3130.0,2850.0,3120.0,1.28B
"Jan 12, 2021",2580.0,2780.0,2550.0,2770.0,1.15B
"Jan 11, 2021",2560.0,2650.0,2530.0,2580.0,521.30M
"Jan 08, 2021",2640.0,2750.0,2560.0,2600.0,1.05B
"Jan 07, 2021",2250.0,2740.0,2240.0,2600.0,1.98B
"Jan 06, 2021",2270.0,2290.0,2130.0,2220.0,629.21M
"Jan 05, 2021",2190.0,2340.0,2130.0,2230.0,1.14B
"Jan 04, 2021",1970.0,2200.0,1940.0,2190.0,1.04B
"Dec 30, 2020",1945.0,1985.0,1905.0,1935.0,535.94M
"Dec 29, 2020",2050.0,2070.0,1935.0,1945.0,739.75M
"Dec 28, 2020",1825.0,2000.0,1780.0,2000.0,992.17M
"Dec 23, 2020",1830.0,1850.0,1720.0,1790.0,659.30M
"Dec 22, 2020",1950.0,1960.0,1830.0,1835.0,678.92M
"Dec 21, 2020",1965.0,2020.0,1925.0,1965.0,627.04M
"Dec 18, 2020",1845.0,1960.0,1810.0,1950.0,1.08B
"Dec 17, 2020",1840.0,1880.0,1775.0,1815.0,542.95M
"Dec 16, 2020",1595.0,1925.0,1590.0,1815.0,1.27B
"Dec 15, 2020",1525.0,1565.0,1495.0,1560.0,462.92M
"Dec 14, 2020",1500.0,1540.0,1490.0,1525.0,417.80M
"Dec 11, 2020",1475.0,1500.0,1435.0,1450.0,487.76M
"Dec 10, 2020",1330.0,1425.0,1330.0,1395.0,686.89M
"Dec 08, 2020",1295.0,1320.0,1285.0,1300.0,377.83M
"Dec 07, 2020",1270.0,1295.0,1260.0,1280.0,367.25M
"Dec 04, 2020",1265.0,1270.0,1235.0,1245.0,155.58M
"Dec 03, 2020",1245.0,1300.0,1235.0,1255.0,615.00M
"Dec 02, 2020",1170.0,1260.0,1170.0,1245.0,803.42M
"Dec 01, 2020",1150.0,1180.0,1105.0,1155.0,240.76M
"Nov 30, 2020",1225.0,1225.0,1145.0,1145.0,446.06M
"Nov 27, 2020",1230.0,1250.0,1215.0,1230.0,308.95M
"Nov 26, 2020",1200.0,1225.0,1195.0,1210.0,147.13M
"Nov 25, 2020",1235.0,1240.0,1195.0,1205.0,303.12M
"Nov 24, 2020",1255.0,1255.0,1220.0,1235.0,351.29M
"Nov 23, 2020",1225.0,1255.0,1215.0,1255.0,371.40M
"Nov 20, 2020",1235.0,1240.0,1200.0,1210.0,220.94M
"Nov 19, 2020",1240.0,1245.0,1220.0,1235.0,286.39M
"Nov 18, 2020",1220.0,1280.0,1215.0,1240.0,853.42M
"Nov 17, 2020",1185.0,1215.0,1175.0,1190.0,300.73M
"Nov 16, 2020",1200.0,1210.0,1180.0,1185.0,213.49M
"Nov 13, 2020",1160.0,1180.0,1155.0,1170.0,172.84M
"Nov 12, 2020",1190.0,1205.0,1165.0,1170.0,200.06M
"Nov 11, 2020",1210.0,1240.0,1185.0,1195.0,628.88M
"Nov 10, 2020",1250.0,1255.0,1195.0,1200.0,604.93M
"Nov 09, 2020",1140.0,1245.0,1135.0,1240.0,846.31M
"Nov 06, 2020",1140.0,1140.0,1115.0,1125.0,202.16M
"Nov 05, 2020",1130.0,1145.0,1115.0,1125.0,240.42M
"Nov 04, 2020",1125.0,1145.0,1100.0,1105.0,410.22M
"Nov 03, 2020",1115.0,1130.0,1105.0,1110.0,317.57M
"Nov 02, 2020",1065.0,1125.0,1055.0,1100.0,571.25M
"Oct 27, 2020",1050.0,1095.0,1050.0,1055.0,333.73M
"Oct 26, 2020",1090.0,1095.0,1060.0,1060.0,183.29M
"Oct 23, 2020",1095.0,1120.0,1060.0,1085.0,392.72M
"Oct 22, 2020",1100.0,1120.0,1075.0,1085.0,465.41M
"Oct 21, 2020",1050.0,1145.0,1050.0,1100.0,1.37B
